Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock
Long Sleep Genji ,Cloth,,,pcs,,Local,,220.00,NA,0,Inclusive,240.00,19
Rahat Belbet Cap,Cloth,,,pcs,,Local,,180.00,NA,0,Inclusive,200.00,1
Rahat Short Cap,Cloth,,,pcs,,Local,,50.00,NA,0,Inclusive,60.00,17
Cute Coconut Heair Oil 330ml,Cosmetic Item,,,pcs,,Local,,200.00,NA,0,Inclusive,225.00,11
Cute Coconut Heair Oil 160ml,Cosmetic Item,,,pcs,,Local,,110.00,NA,0,Inclusive,125.00,2
Katan Coti,Cloth,,,pcs,,Local,,600.00,NA,0,Inclusive,660.00,8
Coti,Cloth,,,pcs,,Local,,500.00,NA,0,Inclusive,550.00,16
Headphone (Orimo 2S),Electronic,,,pcs,,Local,,210.00,NA,0,Inclusive,230.00,5
Headphone (OEP-11),Electronic,,,pcs,,Local,,185.00,NA,0,Inclusive,200.00,3
Headphone (AKJ),Electronic,,,pcs,,Local,,80.00,NA,0,Inclusive,90.00,5
M-10 Blutooth ,Electronic,,,pcs,,Local,,440.00,NA,0,Inclusive,500.00,2
Side Beg,Cloth,,,pcs,,Local,,190.00,NA,0,Inclusive,210.00,1
Jali Beg,Cloth,,,pcs,,Local,,1100.00,NA,0,Inclusive,1200.00,2
Kemo Half Pant ,Cloth,,,pcs,,Local,,150.00,NA,0,Inclusive,160.00,2
Chaina Jacket Whitout Cap ,Cloth,,,pcs,,Local,,2600.00,NA,0,Inclusive,2900.00,1
Feather Comfort Blanket,Garments,,,pcs,,Local,,2300.00,NA,0,Inclusive,2600.00,8
True Love Blanket,Garments,,,pcs,,Local,,4800.00,NA,0,Inclusive,5300.00,2
Comfort Thin Blanket,Garments,,,pcs,,Local,,1350.00,NA,0,Inclusive,1550.00,4
Aroma Blanket,Garments,,,pcs,,Local,,4200.00,NA,0,Inclusive,4700.00,2
Spanus Luxary Comfort,Garments,,,pcs,,Local,,3100.00,NA,0,Inclusive,3400.00,2
AC Blanket Big,Garments,,,pcs,,Local,,1050.00,NA,0,Inclusive,1200.00,1
AC Blanket Small,Garments,,,pcs,,Local,,800.00,NA,0,Inclusive,900.00,3
Chaina Hudi jacket,Garments,,,pcs,,Local,,1600.00,NA,0,Inclusive,1750.00,1
Suiter Megi ,Garments,,,pcs,,Local,,330.00,NA,0,Inclusive,360.00,5
Suiter king Ful,Garments,,,pcs,,Local,,1400.00,NA,0,Inclusive,1550.00,1
Suiter king Half,Garments,,,pcs,,Local,,1300.00,NA,0,Inclusive,1450.00,3
Gol Gola Genji Mota ,Garments,,,pcs,,Local,,400.00,NA,0,Inclusive,450.00,5
One Color colar Genji,Garments,,,pcs,,Local,,450.00,NA,0,Inclusive,500.00,2
katigan Ladies Long,Garments,,,pcs,,Local,,750.00,NA,0,Inclusive,830.00,2
Ful hata Genji ,Garments,,,pcs,,Local,,270.00,NA,0,Inclusive,290.00,3
Ful hata Genji mota,Garments,,,pcs,,Local,,500.00,NA,0,Inclusive,540.00,1
Clear Men Sampoo 80ml,Cosmetic Item,,,pcs,,Local,,80.00,NA,0,Inclusive,85.00,19
World Stone Intensi,Cosmetic Item,,,pcs,,Local,,350.00,NA,0,Inclusive,370.00,10
Sunsilk Sampoo 170ml,Cosmetic Item,,,pcs,,Local,,210.00,NA,0,Inclusive,230.00,4
Dove Sampoo 80ml,Cosmetic Item,,,pcs,,Local,,85.00,NA,0,Inclusive,90.00,9
Civil Belt ,Garments,,,pcs,,Local,,260.00,NA,0,Inclusive,280.00,9
Gillet Blade Normal,Garments,,,pcs,,Local,,17.00,NA,0,Inclusive,20.00,10
Honey Nut ,food,,,pcs,,Local,,410.00,NA,0,Inclusive,450.00,4
Lyjol,Shope,,,pcs,,Local,,140.00,NA,0,Inclusive,150.00,7
Black Moja,Garments,,,pcs,,Local,,60.00,NA,0,Inclusive,70.00,5
Sport Beg,Garments,,,pcs,,Local,,70.00,NA,0,Inclusive,80.00,9
Coil ,Grossary Item,,,pcs,,Local,,60.00,NA,0,Inclusive,70.00,4
Remote Battery,Electronic,,,Pair,,Local,,22.00,NA,0,Inclusive,25.00,8
Aina Soto,Army item ,,,pcs,,Local,,10.00,NA,0,Inclusive,12.00,13
Soft Cake,Foods,,,pcs,,Local,,18.00,NA,0,Inclusive,20.00,48
Honey Jira Biscute,Foods,,,pcs,,Local,,8.00,NA,0,Inclusive,10.00,384
Soto Moja,Garments,,,pcs,,Local,,60.00,NA,0,Inclusive,65.00,5
Fair and Lovely Winter,Cosmetic Item,,,pcs,,Local,,160.00,NA,0,Inclusive,170.00,9
Oral Mediam Toothbrush,Cosmetic Item,,,pcs,,Local,,52.00,NA,0,Inclusive,55.00,22
Oral Soft Brush,Cosmetic Item,,,pcs,,Local,,165.00,NA,0,Inclusive,170.00,11
Rupa Fortune Sendu Genji,Garments,,,pcs,,Local,,135.00,NA,0,Inclusive,150.00,12
Khan Saheb Lungi,Garments,,,pcs,,Local,,550.00,NA,0,Inclusive,600.00,5
Suti Gamsa,Garments,,,pcs,,Local,,170.00,NA,0,Inclusive,180.00,5
Ladies Indian Kartigan,Garments,,,pcs,,Local,,650.00,NA,0,Inclusive,700.00,4
Tommy Ful Hata genji,Garments,,,pcs,,Local,,450.00,NA,0,Inclusive,500.00,3
