Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock
Half pant Sorkari-2,Army Item,,,Pcs,,Local,,120.00,NA,0,Inclusive,135.00,0
London Boy Civil,Cloth,,,Pcs,,Local,,95.00,NA,0,Inclusive,110.00,0
Dada Genji,Cloth,,,Pcs,,Local,,120.00,NA,0,Inclusive,130.00,3
OR Saline,Grossary,,,Pcs,,Local,,5.12,NA,0,Inclusive,5.60,175
Glucose,Grossary,,,Pcs,,Local,,130.00,NA,0,Inclusive,145.00,13
Pulse Chocolate,Grossary,,,Pcs,,Local,,1.50,NA,0,Inclusive,2.00,400
Promi Tank,Grossary,,,Pcs,,Local,,36.67,NA,0,Inclusive,50.00,35
Mango Chocolate,Grossary,,,Pcs,,Local,,0.80,NA,0,Inclusive,1.00,112
Horlicks,Grossary,,,Pcs,,Local,,400.00,NA,0,Inclusive,410.00,6
Black Cigarettes,Grossary,,,Pcs,,Local,,5.70,NA,0,Inclusive,6.00,500
Benson Cigarettes,Grossary,,,Pcs,,Local,,15.50,NA,0,Inclusive,16.50,440
ORIS Cigareattes,Grossary,,,Pcs,,Local,,8.00,NA,0,Inclusive,8.60,500
Lucky Cigareattes,Grossary,,,Pcs,,Local,,7.88,NA,0,Inclusive,9.00,680
Derby Cigareattes,Grossary,,,Pcs,,Local,,4.40,NA,0,Inclusive,4.80,1400
Gold Leaf Cigareattes,Grossary,,,Pcs,,Local,,11.75,NA,0,Inclusive,12.50,1620
Mond Cigareattes,Grossary,,,Pcs,,Local,,4.60,NA,0,Inclusive,5.25,300
Royals Cigareattes,Grossary,,,Pcs,,Local,,5.39,NA,0,Inclusive,6.00,1450
Camel Cigareattes,Grossary,,,Pcs,,Local,,6.50,NA,0,Inclusive,7.00,700
FireBox,Grossary,,,Pcs,,Local,,2.23,NA,0,Inclusive,3.00,137
Pan mosla,Grossary,,,Pcs,,Local,,2.29,NA,0,Inclusive,3.00,28
SMC Fruity,Grossary,,,Pcs,,Local,,5.75,NA,0,Inclusive,6.50,540
Modhu Makhna 500 gm,Grossary,,,Pcs,,Local,,320.00,NA,0,Inclusive,370.00,1
Modhu Mitha 500 gm,Grossary,,,Pcs,,Local,,280.00,NA,0,Inclusive,320.00,10
Modhu Kash 500 gm,Grossary,,,Pcs,,Local,,180.00,NA,0,Inclusive,220.00,0
Modhu Kash 250 gm,Grossary,,,Pcs,,Local,,130.00,NA,0,Inclusive,150.00,5
Modhu Kash 100 gm,Grossary,,,Pcs,,Local,,60.00,NA,0,Inclusive,80.00,5
Toylet Brush,Cosmetic,,,Pcs,,Local,,45,NA,0,Inclusive,50,11
