Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sale Price,Opening Stock,Barcode,Discount Type,Discount
Madel Polis,NA,,,pc,50,Local,,150,NA 0%,0.00,Inclusive,180,12,,Percentage,0
Mony bag,NA,,,pc,50,Local,,45,NA 0%,0.00,Inclusive,50,24,,Percentage,0
Gel Pen,NA,,,pc,50,Local,,9,NA 0%,0.00,Inclusive,10,11,,Percentage,0
Gugek,NA,,,pc,50,Local,,55,NA 0%,0.00,Inclusive,65,4,,Percentage,0
Madical Book,NA,,,pc,50,Local,,17,NA 0%,0.00,Inclusive,25,16,,Percentage,0
Khaki Cost tep,NA,,,pc,50,Local,,25,NA 0%,0.00,Inclusive,30,14,,Percentage,0
ID Card Cover,NA,,,pc,50,Local,,27,NA 0%,0.00,Inclusive,30,0,,Percentage,0
Bike Bag,NA,,,pc,50,Local,,450,NA 0%,0.00,Inclusive,500,4,,Percentage,0
Helmet & Net,NA,,,pc,50,Local,,300,NA 0%,0.00,Inclusive,350,4,,Percentage,0
Boot Kali Big,NA,,,pc,50,Local,,118.66,NA 0%,0.00,Inclusive,130,0,,Percentage,0
Boot Kali Small,NA,,,pc,50,Local,,77,NA 0%,0.00,Inclusive,85,24,,Percentage,0
Saban Case 2pt,NA,,,pc,50,Local,,12.5,NA 0%,0.00,Inclusive,15,24,,Percentage,0
Gori ,NA,,,pc,50,Local,,440,NA 0%,0.00,Inclusive,470,8,,Percentage,0
Sada Gengi,NA,,,pc,50,Local,,62,NA 0%,0.00,Inclusive,70,19,,Percentage,0
E-Lastik Mota,NA,,,pc,50,Local,,3,NA 0%,0.00,Inclusive,5,90,,Percentage,0
Div sin,NA,,,pc,50,Local,,4,NA 0%,0.00,Inclusive,5,10,,Percentage,0
Ct Book,NA,,,pc,50,Local,,8,NA 0%,0.00,Inclusive,10,39,,Percentage,0
Potaka Bag,NA,,,pc,50,Local,,450,NA 0%,0.00,Inclusive,500,0,,Percentage,0
Tep Big,NA,,,pc,50,Local,,45,NA 0%,0.00,Inclusive,50,12,,Percentage,0
Tep Small,NA,,,pc,50,Local,,25,NA 0%,0.00,Inclusive,30,10,,Percentage,0
Tisu Sada,NA,,,pc,50,Local,,19.16,NA 0%,0.00,Inclusive,25,0,,Percentage,0
Tisu Red,NA,,,pc,50,Local,,27.5,NA 0%,0.00,Inclusive,35,0,,Percentage,0
Sick Rezar,NA,,,pc,50,Local,,41.66,NA 0%,0.00,Inclusive,45,0,,Percentage,0
Bawond Khata,NA,,,pc,50,Local,,38,NA 0%,0.00,Inclusive,45,0,,Percentage,0
Materdo Pen,NA,,,pc,50,Local,,4.16,NA 0%,0.00,Inclusive,5,0,,Percentage,0
Gugek,NA,,,pc,50,Local,,55,NA 0%,0.00,Inclusive,60,0,,Percentage,0
Net Bag,NA,,,pc,50,Local,,16.63,NA 0%,0.00,Inclusive,20,21,,Percentage,0
ESP Teng,NA,,,pc,50,Local,,9,NA 0%,0.00,Inclusive,10,300,,Percentage,0
Soft Ceak ,NA,,,pc,50,Local,,16.81,NA 0%,0.00,Inclusive,20,51,,Percentage,0
Pillow Cheap,NA,,,pc,50,Local,,12,NA 0%,0.00,Inclusive,15,122,,Percentage,0
Crispo Mini,NA,,,pc,50,Local,,8,NA 0%,0.00,Inclusive,10,22,,Percentage,0
Pulse Choclet,NA,,,pc,50,Local,,300,NA 0%,0.00,Inclusive,400,0,,Percentage,0
Ruchi Chanacur 22mg,NA,,,pc,50,Local,,8.75,NA 0%,0.00,Inclusive,10,238,,Percentage,0
Ruchi Dhal Bhaja,NA,,,pc,50,Local,,4.25,NA 0%,0.00,Inclusive,5,83,,Percentage,0
Crispo Chips,NA,,,pc,50,Local,,12,NA 0%,0.00,Inclusive,15,64,,Percentage,0
Pran up -1 Litter,NA,,,pc,50,Local,,46.67,NA 0%,0.00,Inclusive,60,0,,Percentage,0
Primiam Gluko,NA,,,pc,50,Local,,8.67,NA 0%,0.00,Inclusive,10,18,,Percentage,0
Cuki Alaci,NA,,,pc,50,Local,,16.67,NA 0%,0.00,Inclusive,20,0,,Percentage,0
Anargi Biskut,NA,,,pc,50,Local,,16.67,NA 0%,0.00,Inclusive,20,0,,Percentage,0
Fundda,NA,,,pc,50,Local,,8,NA 0%,0.00,Inclusive,10,15,,Percentage,0
Glukos,NA,,,pc,50,Local,,140,NA 0%,0.00,Inclusive,160,5,,Percentage,0
Coffee coklet,NA,,,pc,50,Local,,260,NA 0%,0.00,Inclusive,300,200,,Percentage,0
Royel ,NA,,,pc,50,Local,,126,NA 0%,0.00,Inclusive,140,0,,Percentage,0
Banson,NA,,,pc,50,Local,,372,NA 0%,0.00,Inclusive,400,0,,Percentage,0
Lucky,NA,,,pc,50,Local,,216,NA 0%,0.00,Inclusive,240,0,,Percentage,0
Goldif,NA,,,pc,50,Local,,287,NA 0%,0.00,Inclusive,300,0,,Percentage,0
Oris,NA,,,pc,50,Local,,185,NA 0%,0.00,Inclusive,200,0,,Percentage,0
Muri 500g,NA,,,pc,50,Local,,48.5,NA 0%,0.00,Inclusive,60,0,,Percentage,0
 Cockis Biskut,NA,,,pc,50,Local,,16.75,NA 0%,0.00,Inclusive,20,0,,Percentage,0
Anergi Mali Cream,NA,,,pc,50,Local,,8.59,NA 0%,0.00,Inclusive,10,0,,Percentage,0
Coklet Cream,NA,,,pc,50,Local,,8.66,NA 0%,0.00,Inclusive,10,6,,Percentage,0
Pinapple Cream,NA,,,pc,50,Local,,8.66,NA 0%,0.00,Inclusive,10,0,,Percentage,0
Coco Nat Pluse,NA,,,pc,50,Local,,8.66,NA 0%,0.00,Inclusive,10,15,,Percentage,0
Gi But,NA,,,pc,50,Local,,42,NA 0%,0.00,Inclusive,50,0,,Percentage,0
Luxus Mini ,NA,,,pc,50,Local,,4.16,NA 0%,0.00,Inclusive,5,0,,Percentage,0
Dariy Cake,NA,,,pc,50,Local,,8.67,NA 0%,0.00,Inclusive,10,48,,Percentage,0
Vlight Cap Cake,NA,,,pc,50,Local,,7.92,NA 0%,0.00,Inclusive,10,23,,Percentage,0
Pillow Pillow,NA,,,pc,50,Local,,12,NA 0%,0.00,Inclusive,15,49,,Percentage,0
Poteto Chips,NA,,,pc,50,Local,,7.75,NA 0%,0.00,Inclusive,10,28,,Percentage,0
Ruci Canacur Mini,NA,,,pc,50,Local,,8.75,NA 0%,0.00,Inclusive,10,0,,Percentage,0
Ruci Canacur 300g,NA,,,pc,50,Local,,86.5,NA 0%,0.00,Inclusive,100,0,,Percentage,0
Ruci BBQ 300g,NA,,,pc,50,Local,,86.5,NA 0%,0.00,Inclusive,100,0,,Percentage,0
Ruci BBQ 22g,NA,,,pc,50,Local,,8.75,NA 0%,0.00,Inclusive,10,53,,Percentage,0
Ruci BBQ 150g,NA,,,pc,50,Local,,43,NA 0%,0.00,Inclusive,50,24,,Percentage,0
Ruci Poteto ,NA,,,pc,50,Local,,8.5,NA 0%,0.00,Inclusive,10,82,,Percentage,0
Ruci Poteto Thi,NA,,,pc,50,Local,,8.5,NA 0%,0.00,Inclusive,10,75,,Percentage,0
Tetul Chatni,NA,,,pc,50,Local,,4.15,NA 0%,0.00,Inclusive,5,155,,Percentage,0
Sos,NA,,,pc,50,Local,,2.2,NA 0%,0.00,Inclusive,3,0,,Percentage,0
Mojo ,NA,,,pc,50,Local,,18.54,NA 0%,0.00,Inclusive,20,100,,Percentage,0
Royel ,NA,,,pc,50,Local,,125,NA 0%,0.00,Inclusive,140,0,,Percentage,0
LUcky,NA,,,pc,50,Local,,215,NA 0%,0.00,Inclusive,240,0,,Percentage,0
Benson,NA,,,pc,50,Local,,368,NA 0%,0.00,Inclusive,400,0,,Percentage,0
Premiam Gluko,NA,,,pc,50,Local,,8.66,NA 0%,0.00,Inclusive,10,30,,Percentage,0
Biskut Cuki Alaci,NA,,,pc,50,Local,,16.75,NA 0%,0.00,Inclusive,20,48,,Percentage,0
Mega Anergi,NA,,,pc,50,Local,,16.75,NA 0%,0.00,Inclusive,20,46,,Percentage,0
Choklet Cream,NA,,,pc,50,Local,,8.58,NA 0%,0.00,Inclusive,10,9,,Percentage,0
Pinapple Cream,NA,,,pc,50,Local,,8.58,NA 0%,0.00,Inclusive,10,33,,Percentage,0
Gi But,NA,,,pc,50,Local,,8.66,NA 0%,0.00,Inclusive,10,31,,Percentage,0
Coco Nat Pluse,NA,,,pc,50,Local,,8.66,NA 0%,0.00,Inclusive,10,29,,Percentage,0
Fast Choece,NA,,,pc,50,Local,,16.83,NA 0%,0.00,Inclusive,20,28,,Percentage,0
Gi But,NA,,,pc,50,Local,,42,NA 0%,0.00,Inclusive,50,8,,Percentage,0
Mojadar,NA,,,pc,50,Local,,42,NA 0%,0.00,Inclusive,50,8,,Percentage,0
Biskut Cuki,NA,,,pc,50,Local,,42,NA 0%,0.00,Inclusive,50,6,,Percentage,0
Olino,NA,,,pc,50,Local,,4,NA 0%,0.00,Inclusive,5,124,,Percentage,0
Muri 500g,NA,,,pc,50,Local,,48.5,NA 0%,0.00,Inclusive,60,0,,Percentage,0
Muri 200g,NA,,,pc,50,Local,,25,NA 0%,0.00,Inclusive,30,0,,Percentage,0
Sena Pani 500ml,NA,,,pc,50,Local,,9,NA 0%,0.00,Inclusive,15,0,,Percentage,0
Oris,NA,,,pc,50,Local,,185,NA 0%,0.00,Inclusive,200,36,,Percentage,0
Moond,NA,,,pc,50,Local,,125,NA 0%,0.00,Inclusive,140,0,,Percentage,0
Pata sos,NA,,,pc,50,Local,,2.28,NA 0%,0.00,Inclusive,3,825,,Percentage,0
Mam Pani,NA,,,pc,50,Local,,32.5,NA 0%,0.00,Inclusive,38,4,,Percentage,0
Paluse,NA,,,pc,50,Local,,310,NA 0%,0.00,Inclusive,350,2,,Percentage,0
Royel ,NA,,,pc,50,Local,,125,NA 0%,0.00,Inclusive,140,14,,Percentage,0
Lucky,NA,,,pc,50,Local,,215,NA 0%,0.00,Inclusive,240,14,,Percentage,0
Goldlif,NA,,,pc,50,Local,,280,NA 0%,0.00,Inclusive,300,6,,Percentage,0
Benson,NA,,,pc,50,Local,,370,NA 0%,0.00,Inclusive,400,6,,Percentage,0
Panmosola,NA,,,pc,50,Local,,4.8,NA 0%,0.00,Inclusive,5,0,,Percentage,0
Mojo 250ml,NA,,,pc,50,Local,,18.54,NA 0%,0.00,Inclusive,20,0,,Percentage,0
Turbo,NA,,,pc,50,Local,,25.83,NA 0%,0.00,Inclusive,30,40,,Percentage,0
Akij Mengo,NA,,,pc,50,Local,,16.66,NA 0%,0.00,Inclusive,20,39,,Percentage,0
